"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44825","TC06 - Verify Leave List Filter by Sub Unit @regression","Regression","Thu Feb 05 19:50:28 UTC 2026","passed","Thu Feb 05 19:51:13 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","15158","TC03 - Search Employee Entitlements @regression","Regression","Thu Feb 05 19:48:16 UTC 2026","failed","Thu Feb 05 19:48:31 UTC 2026","Leave_Entitlements_Test","Leave/Leave_Entitlements_Test.spec.ts","",""
"","17805","TC02 - Verify Logout Functionality @regression","Regression","Thu Feb 05 19:52:37 UTC 2026","failed","Thu Feb 05 19:52:55 UTC 2026","Dashboard_UserActions_Test","Dashboard/Dashboard_UserActions_Test.spec.ts","",""
"","50628","TC06 - Verify Mark Interview Passed @regression","Regression","Thu Feb 05 19:53:08 UTC 2026","passed","Thu Feb 05 19:53:59 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","60167","TC02 - Verify Submit, Edit Claim Logic @regression","Regression","Thu Feb 05 19:52:35 UTC 2026","broken","Thu Feb 05 19:53:36 UTC 2026","Claim_Operations_Test","Claim/Claim_Operations_Test.spec.ts","",""
"","14246","TC01 - Verify Maintenance Access Requires Password @regression","Regression","Thu Feb 05 19:52:27 UTC 2026","failed","Thu Feb 05 19:52:41 UTC 2026","Maintenance_Authentication_Test","Maintenance/Maintenance_Authentication_Test.spec.ts","",""
"","14466","TC03 - Verify Email Subscription Validation @regression","Regression","Thu Feb 05 19:48:56 UTC 2026","failed","Thu Feb 05 19:49:11 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","17311","TC03 - Verify Employee Claims Search by Reference ID @regression","Regression","Thu Feb 05 19:52:16 UTC 2026","failed","Thu Feb 05 19:52:33 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","18479","TC02 - Verify Candidate Declines Job Offer @regression","Regression","Thu Feb 05 19:50:24 UTC 2026","failed","Thu Feb 05 19:50:43 UTC 2026","Recruitment_Candidate_E2E_Test","Recruitment/Recruitment_Candidate_E2E_Test.spec.ts","",""
"","18167","TC06 - Verify Customer Validation @regression","Regression","Thu Feb 05 19:49:44 UTC 2026","failed","Thu Feb 05 19:50:02 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","55703","TC02 - Verify Personal Details Edit @regression","Regression","Thu Feb 05 19:48:16 UTC 2026","failed","Thu Feb 05 19:49:12 UTC 2026","PIM_EmployeeDetails_Test","PIM/PIM_EmployeeDetails_Test.spec.ts","",""
"","17192","TC09 - Verify My Leave Reset Filters @regression","Regression","Thu Feb 05 19:52:30 UTC 2026","failed","Thu Feb 05 19:52:47 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","24193","TC06 - Cleanup Location - Cairo Innovation Hub @regression","Cleanup","Thu Feb 05 19:59:27 UTC 2026","passed","Thu Feb 05 19:59:51 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","11162","TC08 - Verify Employee Trackers Filter by Employee @regression","Regression","Thu Feb 05 19:54:47 UTC 2026","passed","Thu Feb 05 19:54:58 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","12288","TC01 - Verify KPI Lifecycle: Create, Link to Job @foundation","Foundation","Thu Feb 05 19:46:25 UTC 2026","passed","Thu Feb 05 19:46:38 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","57648","TC03 - Verify Custom Field Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Feb 05 19:48:08 UTC 2026","failed","Thu Feb 05 19:49:06 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","17833","TC05 - Verify Leave List Filter by Leave Type @regression","Regression","Thu Feb 05 19:50:09 UTC 2026","failed","Thu Feb 05 19:50:27 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","25471","TC09 - Verify Employee Claims View Details @regression","Regression","Thu Feb 05 19:54:53 UTC 2026","failed","Thu Feb 05 19:55:18 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","50086","TC01 - Verify Apply Leave Success @regression","Regression","Thu Feb 05 19:48:16 UTC 2026","failed","Thu Feb 05 19:49:06 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","32530","TC01 - Verify Attendance Configuration Updates @regression","Regression","Thu Feb 05 19:47:51 UTC 2026","passed","Thu Feb 05 19:48:24 UTC 2026","Time_Configuration_Test","Time/Time_Configuration_Test.spec.ts","",""
"","14543","TC20 - Verify error when creating a duplicate Work Shift @regression","Regression","Thu Feb 05 19:57:16 UTC 2026","passed","Thu Feb 05 19:57:30 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","23671","TC04 - Cleanup Employee - Script Automation Tester (ID: 77777) @regression","Cleanup","Thu Feb 05 19:59:09 UTC 2026","passed","Thu Feb 05 19:59:32 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","52899","TC05 - Verify Education Level Lifecycle: Create @regression","Regression","Thu Feb 05 19:49:25 UTC 2026","failed","Thu Feb 05 19:50:18 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","13972","TC02 - Verify Authentication Security with Invalid Credentials @regression","Regression","Thu Feb 05 19:53:24 UTC 2026","passed","Thu Feb 05 19:53:38 UTC 2026","SmokeAuthenticationandNavigation","Auth/Smoke_Authentication_and_Navigation.spec.ts","",""
"","18054","TC01 - Verify Supervisor Grading Employee Review @regression","Regression","Thu Feb 05 19:50:22 UTC 2026","failed","Thu Feb 05 19:50:40 UTC 2026","Performance_Evaluation_Test","Performance/Performance_Evaluation_Test.spec.ts","",""
"","17286","TC10 - Verify My Entitlements Display @regression","Regression","Thu Feb 05 19:52:48 UTC 2026","failed","Thu Feb 05 19:53:05 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","20542","TC08 - Verify Employee Claims Reject Action @regression","Regression","Thu Feb 05 19:54:32 UTC 2026","passed","Thu Feb 05 19:54:53 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","20892","TC17 - Verify Membership Lifecycle: Create @regression","Regression","Thu Feb 05 19:56:00 UTC 2026","failed","Thu Feb 05 19:56:21 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","22874","TC02 - Cleanup Tracker - Quality Tracker 2025 @regression","Cleanup","Thu Feb 05 19:58:33 UTC 2026","passed","Thu Feb 05 19:58:56 UTC 2026","Performance Test Cleaning","Clean/Performance_Cleaning.spec.ts","",""
"","18447","TC02 - Cleanup Reporting Method - Weekly Scrum Report @regression","Cleanup","Thu Feb 05 19:58:29 UTC 2026","passed","Thu Feb 05 19:58:47 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","36378","TC04 - Verify Employee Claims Search by Event @regression","Regression","Thu Feb 05 19:52:33 UTC 2026","passed","Thu Feb 05 19:53:10 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","15420","TC02 - Verify Nationality Lifecycle: Create, Edit, Delete @regression","Regression","Thu Feb 05 19:48:17 UTC 2026","failed","Thu Feb 05 19:48:33 UTC 2026","Admin_Nationalities_Test","Admin/Admin_Nationalities_Test.spec.ts","",""
"","24408","TC04 - Cleanup Candidate - Workflow Candidate @regression","Cleanup","Thu Feb 05 19:59:06 UTC 2026","passed","Thu Feb 05 19:59:30 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","15505","TC09 - Verify Project Delete @regression","Regression","Thu Feb 05 19:50:37 UTC 2026","failed","Thu Feb 05 19:50:52 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","24412","TC13 - Verify Job Category Lifecycle: Create, Verify, and Delete @regression","Regression","Thu Feb 05 19:55:03 UTC 2026","failed","Thu Feb 05 19:55:27 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","15243","TC02 - Cleanup Candidate - Decline Candidate @regression","Cleanup","Thu Feb 05 19:58:27 UTC 2026","passed","Thu Feb 05 19:58:43 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","30133","TC05 - Verify Employee Claims Search by Status @regression","Regression","Thu Feb 05 19:53:10 UTC 2026","passed","Thu Feb 05 19:53:40 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","58965","TC02 - Verify Vacancy Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Feb 05 19:49:09 UTC 2026","failed","Thu Feb 05 19:50:08 UTC 2026","Recruitment_Vacancies_Test","Recruitment/Recruitment_Vacancies_Test.spec.ts","",""
"","14920","TC02 - Generate Employee Report @regression","Regression","Thu Feb 05 19:48:28 UTC 2026","failed","Thu Feb 05 19:48:43 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","30125","TC01 - Verify Nationality Lifecycle: Create, Verify @regression","Regression","Thu Feb 05 19:47:45 UTC 2026","failed","Thu Feb 05 19:48:15 UTC 2026","Admin_Nationalities_Test","Admin/Admin_Nationalities_Test.spec.ts","",""
"","32224","TC02 - Verify My Claims History Search @regression","Regression","Thu Feb 05 19:51:05 UTC 2026","passed","Thu Feb 05 19:51:38 UTC 2026","Claim_Advanced_Test","Claim/Claim_Advanced_Test.spec.ts","",""
"","41396","TC01 - Assign Leave to Employee @regression","Regression","Thu Feb 05 19:47:49 UTC 2026","passed","Thu Feb 05 19:48:30 UTC 2026","Leave_Operations_Test","Leave/Leave_Operations_Test.spec.ts","",""
"","36512","TC07 - Verify Expense Type Lifecycle: Create, Edit, Delete @regression","Regression","Thu Feb 05 19:54:29 UTC 2026","passed","Thu Feb 05 19:55:06 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","15553","TC05 - Verify Search by Employment Status @regression","Regression","Thu Feb 05 19:48:28 UTC 2026","failed","Thu Feb 05 19:48:43 UTC 2026","PIM_Employee_Test","PIM/PIM_Employee_Test.spec.ts","",""
"","50383","TC04 - Verify error when creating a duplicate Skill @regression","Regression","Thu Feb 05 19:48:34 UTC 2026","failed","Thu Feb 05 19:49:24 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","47880","TC01 - Verify Email Subscription Lifecycle: Add, Verify @regression","Regression","Thu Feb 05 19:47:52 UTC 2026","passed","Thu Feb 05 19:48:40 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","17825","TC09 - Verify Social Media Authentication: Add Provider Validation @regression","Regression","Thu Feb 05 19:50:38 UTC 2026","failed","Thu Feb 05 19:50:56 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","15119","TC03 - Verify Vacancy Validation Errors @regression","Regression","Thu Feb 05 19:50:10 UTC 2026","failed","Thu Feb 05 19:50:25 UTC 2026","Recruitment_Vacancies_Test","Recruitment/Recruitment_Vacancies_Test.spec.ts","",""
"","44548","TC02 - Verify Purge Employee Records Search & Delete @regression","Regression","Thu Feb 05 19:53:28 UTC 2026","failed","Thu Feb 05 19:54:12 UTC 2026","Maintenance_PurgeRecords_Test","Maintenance/Maintenance_PurgeRecords_Test.spec.ts","",""
"","13760","TC02 - Verify Email Subscription Lifecycle: Add, Verify, Edit, Delete @regression","Regression","Thu Feb 05 19:48:42 UTC 2026","failed","Thu Feb 05 19:48:55 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","37739","TC01 - Generate Leave Entitlements and Usage Report @regression","Regression","Thu Feb 05 19:47:54 UTC 2026","passed","Thu Feb 05 19:48:31 UTC 2026","Leave_Reports_Test","Leave/Leave_Reports_Test.spec.ts","",""
"","29333","TC02 - Verify validation error for empty Job Title @regression","Regression","Thu Feb 05 19:47:49 UTC 2026","passed","Thu Feb 05 19:48:18 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","9157","TC14 - Verify My Claims Filter by Event @regression","Regression","Thu Feb 05 19:56:44 UTC 2026","passed","Thu Feb 05 19:56:53 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","14420","TC12 - Verify LDAP Configuration Form Validation @regression","Regression","Thu Feb 05 19:51:50 UTC 2026","failed","Thu Feb 05 19:52:05 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","17576","TC04 - Verify My Attendance Records @regression","Regression","Thu Feb 05 19:49:33 UTC 2026","failed","Thu Feb 05 19:49:51 UTC 2026","Time_Attendance_Test","Time/Time_Attendance_Test.spec.ts","",""
"","25038","TC11 - Verify Employee Claims Cancel Action @regression","Regression","Thu Feb 05 19:55:49 UTC 2026","failed","Thu Feb 05 19:56:14 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","42982","TC03 - Verify Report Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Feb 05 19:48:44 UTC 2026","failed","Thu Feb 05 19:49:27 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","25713","TC08 - Verify Expense Type: Handle Duplication @regression","Regression","Thu Feb 05 19:55:06 UTC 2026","passed","Thu Feb 05 19:55:32 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","12088","TC06 - Verify Expense Type Lifecycle: Create, Verify @foundation","Foundation","Thu Feb 05 19:46:03 UTC 2026","passed","Thu Feb 05 19:46:15 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","6450","TC10 - Cleanup Language - German-Arabic @regression","Cleanup","Thu Feb 05 20:00:30 UTC 2026","passed","Thu Feb 05 20:00:36 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","47662","TC07 - Verify Employment Status Lifecycle: Create and Delete @regression","Regression","Thu Feb 05 19:51:03 UTC 2026","failed","Thu Feb 05 19:51:51 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","19072","TC05 - Verify password validation: minimum requirements not met @regression","Regression","Thu Feb 05 19:49:04 UTC 2026","failed","Thu Feb 05 19:49:23 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","16763","TC03 - Verify Time at Work Stopwatch Integration @regression","Regression","Thu Feb 05 19:52:43 UTC 2026","failed","Thu Feb 05 19:53:00 UTC 2026","Dashboard_Widgets_Test","Dashboard/Dashboard_Widgets_Test.spec.ts","",""
"","37761","TC11 - Verify validation error for empty License Name @regression","Regression","Thu Feb 05 19:52:58 UTC 2026","passed","Thu Feb 05 19:53:36 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","40035","TC03 - Verify Work Week Configuration Update @regression","Regression","Thu Feb 05 19:48:51 UTC 2026","passed","Thu Feb 05 19:49:31 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","15344","TC04 - Verify Email Configuration: Update SMTP Settings and Validation @regression","Regression","Thu Feb 05 19:49:11 UTC 2026","failed","Thu Feb 05 19:49:27 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","62836","TC06 - Verify error when creating a duplicate Pay Grade @regression","Regression","Thu Feb 05 19:50:00 UTC 2026","failed","Thu Feb 05 19:51:02 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","17499","TC11 - Verify Reset Search Filters @regression","Regression","Thu Feb 05 19:51:49 UTC 2026","failed","Thu Feb 05 19:52:07 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","9898","TC19 - Verify validation error for empty Work Shift Name @regression","Regression","Thu Feb 05 19:57:06 UTC 2026","passed","Thu Feb 05 19:57:16 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","17531","TC01 - Cleanup KPI - Zero Production Bugs @regression","Cleanup","Thu Feb 05 19:58:15 UTC 2026","passed","Thu Feb 05 19:58:32 UTC 2026","Performance Test Cleaning","Clean/Performance_Cleaning.spec.ts","",""
"","19803","TC04 - Verify Report Validation Error @regression","Regression","Thu Feb 05 19:49:28 UTC 2026","failed","Thu Feb 05 19:49:48 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","5292","TC01 - Cleanup Post - Engagement @regression","Cleanup","Thu Feb 05 19:58:09 UTC 2026","passed","Thu Feb 05 19:58:14 UTC 2026","Buzz Test Cleaning","Clean/Buzz_Cleaning.spec.ts","",""
"","51703","TC10 - Verify Termination Reason Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Feb 05 19:51:51 UTC 2026","failed","Thu Feb 05 19:52:43 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","15421","TC07 - Verify Customer Duplicate @regression","Regression","Thu Feb 05 19:50:03 UTC 2026","failed","Thu Feb 05 19:50:18 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","36052","TC12 - Verify updating Employment Status Name @regression","Regression","Thu Feb 05 19:54:27 UTC 2026","passed","Thu Feb 05 19:55:03 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","16770","TC02 - Verify Apply Leave Validation - Empty Fields @regression","Regression","Thu Feb 05 19:49:10 UTC 2026","failed","Thu Feb 05 19:49:27 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","15068","TC09 - Verify License Lifecycle: Create @regression","Regression","Thu Feb 05 19:51:41 UTC 2026","failed","Thu Feb 05 19:51:56 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","60531","TC10 - Verify License Lifecycle: Create, Edit, Delete @regression","Regression","Thu Feb 05 19:51:57 UTC 2026","broken","Thu Feb 05 19:52:57 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","13393","TC01 - Verify Optional Fields Configuration Save @regression","Regression","Thu Feb 05 19:47:53 UTC 2026","failed","Thu Feb 05 19:48:07 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","22304","TC16 - Verify error when creating a duplicate Language @regression","Regression","Thu Feb 05 19:55:38 UTC 2026","passed","Thu Feb 05 19:56:00 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","17128","TC08 - Verify Project Edit @regression","Regression","Thu Feb 05 19:50:19 UTC 2026","failed","Thu Feb 05 19:50:36 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","34399","TC10 - Verify Duplicate Username Error @regression","Regression","Thu Feb 05 19:51:15 UTC 2026","passed","Thu Feb 05 19:51:49 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","18796","TC01 - Generate Project Report @regression","Regression","Thu Feb 05 19:49:04 UTC 2026","failed","Thu Feb 05 19:49:22 UTC 2026","Time_Reports_Test","Time/Time_Reports_Test.spec.ts","",""
"","23383","TC03 - Verify All Vacancy @regression","Regression","Thu Feb 05 19:53:59 UTC 2026","passed","Thu Feb 05 19:54:23 UTC 2026","Maintenance_Safety_Test","Maintenance/Maintenance_Safety_Test.spec.ts","",""
"","33946","TC11 - Verify Project Search by Customer @regression","Regression","Thu Feb 05 19:51:10 UTC 2026","passed","Thu Feb 05 19:51:44 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","60252","TC02 - Verify KPI Lifecycle: Create, Link to Job, Edit, Delete @regression","Regression","Thu Feb 05 19:50:25 UTC 2026","broken","Thu Feb 05 19:51:25 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","45492","TC09 - Verify error when creating a duplicate Unit ID @regression","Regression","Thu Feb 05 19:51:41 UTC 2026","failed","Thu Feb 05 19:52:27 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","33867","TC04 - Verify error message when Password and Confirm Password do not match @regression","Regression","Thu Feb 05 19:48:30 UTC 2026","passed","Thu Feb 05 19:49:04 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
